[11May2025 00:00:36.735] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2378ms or 47 ticks behind
[11May2025 00:01:59.983] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Mandester moved too quickly! 8.371855992128076,0.9445375654749597,5.907140753793101
[11May2025 00:03:15.330] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 6073ms or 121 ticks behind
[11May2025 00:05:01.824] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2017ms or 40 ticks behind
[11May2025 00:05:29.285] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: JARAX23 lost connection: Disconnected
[11May2025 00:05:29.286] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 left the game
[11May2025 00:06:02.983] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Set own game mode to Creative Mode]
[11May2025 00:06:36.595] [User Authenticator #7/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: UUID of player JARAX23 is b2da3f4f-368d-4add-91b8-fdefbc5fa6e9
[11May2025 00:06:40.364] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: JARAX23[/127.69.151.243:41047] logged in with entity id 138192 at (-1216.6673103472608, 79.0, 3187.1028046382003)
[11May2025 00:06:40.383] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 joined the game
[11May2025 00:07:16.423] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Set own game mode to Survival Mode]
[11May2025 00:09:48.075] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [148, 466], pos: BlockPos{x=2378, y=77, z=7456}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.197] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2421, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.198] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2422, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.199] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2422, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.202] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2423, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.202] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2423, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.202] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2424, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.202] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2424, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.202] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2425, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.204] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2425, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.208] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2426, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.215] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2426, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.216] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2427, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.216] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2427, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.216] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2428, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.216] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2428, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.219] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2429, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.219] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2429, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.220] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2430, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.221] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2430, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.227] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2431, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.228] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [151, 464], pos: BlockPos{x=2431, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.228] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2432, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.228] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2432, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.230] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2433, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.231] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2433, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.232] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2434, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.233] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2434, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.235] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2435, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.235] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2435, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.236] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2436, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.241] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2436, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.241] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2437, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.242] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2437, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.244] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2438, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.245] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2438, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.246] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2439, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.249] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2439, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.249] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2440, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.251] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2440, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.252] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2441, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.252] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2441, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.254] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2442, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.258] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2442, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.258] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2443, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.259] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2443, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.259] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2444, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.260] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2444, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.266] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2445, y=85, z=7424}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.267] [Worker-Main-241/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [152, 464], pos: BlockPos{x=2445, y=85, z=7425}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / butcher:butchershouse]
[11May2025 00:10:32.318] [Worker-Main-241/ERROR] [net.minecraft.world.entity.decoration.HangingEntity/]: Hanging entity at invalid position: BlockPos{x=22, y=-6, z=39}
[11May2025 00:10:32.318] [Worker-Main-241/ERROR] [net.minecraft.world.entity.decoration.HangingEntity/]: Hanging entity at invalid position: BlockPos{x=23, y=-6, z=39}
[11May2025 00:10:32.318] [Worker-Main-241/ERROR] [net.minecraft.world.entity.decoration.HangingEntity/]: Hanging entity at invalid position: BlockPos{x=26, y=-6, z=39}
[11May2025 00:10:45.164] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Mandester moved too quickly! 17.797600880081518,-3.057922624484206,-3.4712632415421467
[11May2025 00:10:59.424] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Mandester moved too quickly! 17.38285661224745,-3.0001238310018152,-0.11006402577459085
[11May2025 00:13:28.319] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2012ms or 40 ticks behind
[11May2025 00:13:47.180] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2022ms or 40 ticks behind
[11May2025 00:14:04.474] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2317ms or 46 ticks behind
[11May2025 00:14:22.180] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2723ms or 54 ticks behind
[11May2025 00:14:47.913] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester has reached the goal [Opposites Attract]
[11May2025 00:15:11.187] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=3786, y=52, z=7491} but found not block entity block Block{minecraft:water}[level=1] at location
[11May2025 00:15:11.187] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:water}[level=1] but failed at location BlockPos{x=3786, y=52, z=7491}
[11May2025 00:18:43.777] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester has completed the challenge [Mariachi!]
[11May2025 00:22:50.275] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Set own game mode to Creative Mode]
[11May2025 00:27:02.445] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Set own game mode to Survival Mode]
[11May2025 00:27:33.155] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: The difficulty has been set to Normal]
[11May2025 00:30:26.437] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Teleported 3 entities to Mandester]
[11May2025 00:30:26.685] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has reached the goal [Opposites Attract]
[11May2025 00:30:26.928] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has reached the goal [Opposites Attract]
[11May2025 00:32:13.188] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester has made the advancement [Push and Pull]
[11May2025 00:32:31.437] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has made the advancement [Push and Pull]
[11May2025 00:32:57.325] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has made the advancement [Publicity Stunt]
[11May2025 00:33:04.223] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester has made the advancement [Teletor's Telecore]
[11May2025 00:34:49.788] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Teleported Mandester to JARAX23]
[11May2025 00:35:02.784] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has made the advancement [Push and Pull]
[11May2025 00:35:54.472] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has made the advancement [Teletor's Telecore]
[11May2025 00:37:39.648] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 was slain by Teletor
[11May2025 00:38:22.034] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Teleported JARAX23 to Mandester]
[11May2025 00:39:12.983] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has made the advancement [Teletor's Telecore]
[11May2025 00:39:41.063] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has made the advancement [Worthless]
[11May2025 00:41:16.501] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Teleported JARAX23 to Mandester]
[11May2025 00:41:21.417] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has reached the goal [Magnetron No More]
[11May2025 00:41:27.435] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has made the advancement [An Alloy To Remember]
[11May2025 00:41:33.195] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has made the advancement [Magnets, How Do They Work?]
[11May2025 00:41:55.054] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester has made the advancement [Publicity Stunt]
[11May2025 00:42:25.489] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester has reached the goal [Magnetron No More]
[11May2025 00:43:16.826] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has made the advancement [Worthless]
[11May2025 00:43:38.407] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: JARAX23 lost connection: Disconnected
[11May2025 00:43:38.408] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 left the game
[11May2025 00:47:02.354] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has reached the goal [Magnetron No More]
[11May2025 00:47:30.592] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Set own game mode to Creative Mode]
[11May2025 00:47:45.382] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Set own game mode to Survival Mode]
[11May2025 00:47:54.965] [Server thread/INFO] [com.github.alexmodguy.alexscaves.AlexsCaves/]: Found alexscaves:forlorn_hollows at 14551 -56 2526 in 6s
[11May2025 00:50:11.258] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3251ms or 65 ticks behind
[11May2025 00:51:07.998] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2040ms or 40 ticks behind
[11May2025 00:51:59.414] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2807ms or 56 ticks behind
[11May2025 00:54:59.778] [Server thread/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: com.mojang.authlib.GameProfile@683d81f3[id=<null>,name=JARAX23,properties={},legacy=false] (/127.69.151.243:59279) lost connection: Disconnected
[11May2025 00:55:06.871] [User Authenticator #8/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: UUID of player JARAX23 is b2da3f4f-368d-4add-91b8-fdefbc5fa6e9
[11May2025 00:55:13.460] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester has completed the challenge [Free Willy]
[11May2025 00:55:18.138] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: JARAX23[/127.69.151.243:56361] logged in with entity id 175984 at (3681.699999988079, -18.0, 7335.42587570702)
[11May2025 00:55:18.156] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 joined the game
[11May2025 00:55:21.840] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2032ms or 40 ticks behind
[11May2025 00:58:16.186] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 was doomed to fall by Ferrouslime
[11May2025 00:58:41.232] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2024ms or 40 ticks behind
[11May2025 00:58:59.283] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3076ms or 61 ticks behind
[11May2025 00:59:17.138] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2030ms or 40 ticks behind
[11May2025 00:59:25.840] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Teleported JARAX23 to YamadaH2O]
[11May2025 01:01:19.098] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has made the advancement [Publicity Stunt]
[11May2025 01:04:58.310] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2002ms or 40 ticks behind
[11May2025 01:05:59.545] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Mandester: Teleported YamadaH2O to JARAX23]
[11May2025 01:06:07.162] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3955ms or 79 ticks behind
[11May2025 01:06:07.239] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: JARAX23 moved too quickly! -10.15812796713817,-0.32352912385572097,1.654173309363614
[11May2025 01:06:07.242] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: YamadaH2O moved too quickly! -1.629203382117339,-0.6754387601295093,9.885767102592581
[11May2025 01:06:13.399] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: YamadaH2O moved too quickly! -9.91979488156403,-1.4168008754800496,2.234923332213839
[11May2025 01:07:15.582] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2024ms or 40 ticks behind
[11May2025 01:09:17.273] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2066ms or 41 ticks behind
[11May2025 01:09:36.524] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: YamadaH2O has made the advancement [Spooky Scary Skeletons]
[11May2025 01:09:37.325] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2018ms or 40 ticks behind
[11May2025 01:10:13.880] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Mandester lost connection: Timed out
[11May2025 01:10:13.881] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester left the game
[11May2025 01:12:58.771] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has made the advancement [Spooky Scary Skeleton]
[11May2025 01:17:58.117] [User Authenticator #9/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: UUID of player Mandester is 88730de1-019f-437d-91ce-dac4e7f59147
[11May2025 01:18:03.366] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: Mandester[/127.59.157.143:46069] logged in with entity id 188869 at (7076.337370139093, 64.0, 2369.9482161560695)
[11May2025 01:18:03.390] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Mandester joined the game
[11May2025 01:18:18.600] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JARAX23 has made the advancement [Spooky Scary Skeletons]
[11May2025 01:24:13.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 10.387392893444485,0.0,0.42076927149128096
[11May2025 01:24:13.345] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 10.787207929008218,0.0,0.4316304540029705
[11May2025 01:24:13.345] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 11.187031038401983,0.0,0.44231432341121035
[11May2025 01:24:30.429] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3272ms or 65 ticks behind
[11May2025 01:24:30.681] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 9.986773060751148,0.0,-1.3412790651368596
[11May2025 01:24:30.681] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 10.339209737099736,0.0,-1.5051555834747887
[11May2025 01:24:30.682] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 10.687137438493664,0.0,-1.6782447993277856
[11May2025 01:24:30.682] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 11.03060575749987,0.0,-1.8600996945310726
[11May2025 01:24:30.683] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 11.369692691128876,0.0,-2.0502657279030245
[11May2025 01:24:30.684] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Mandester) moved too quickly! 11.704498663693812,0.0,-2.248288874213813
